display_name,search_name,mailing_address,city,state,zip,feid_number,feid_suffix,elt_customer_number,phone,email,payoff_website,lien_release_notes,elt_notes,search_aliases,last_verified_date,internal_notes,source
4 U CAPITAL LLC,4 U CAPITAL,2120 N MAIN ST,GAINESVILLE,FL,32609,474366556,1,242904313,,,,,,,,,Florida ELT / Lienholder Source List
4 WHEEL DRIVE,4 WHEEL DRIVE,462825095,MIAMI,FL,33147,462825095,2,235186809,,,,,,,,,Florida ELT / Lienholder Source List
4. WHEELS AUTO SALES LLC,4 WHEELS AUTO SALES,1455 W LANDSTREET RD,ORLANDO,FL,32824,933012251,2,626591819,,,,,,,,,Florida ELT / Lienholder Source List
"40316 HOLDINGS, LLC D/B/A AMERICAN TITLE LOANS",40316 HOLDINGS D B A AMERICAN TITLE LOANS,5211 JIMMY CARTER BLVD,NORCROSS,GA,30093,472225997,2,243679869,,,,,,,,,Florida ELT / Lienholder Source List
407 AUTO MALL LLC,407 AUTO MALL,1543 W LANDSTREET RD STE 902,ORLANDO,FL,32824,845099182,2,601142333,,,,,,,,,Florida ELT / Lienholder Source List
407 AUTO SALES INC,407 AUTO SALES,2736 SILKWOOD CIR APT 824,ORLANDO,FL,32818,871021431,2,615857199,,,,,,,,,Florida ELT / Lienholder Source List
407 EQUIPMENT SALES LLC,407 EQUIPMENT SALES,2600 S ORANGE BLOSSOM TRL,APOPKA,FL,32703,923225813,2,634602681,,,,,,,,,Florida ELT / Lienholder Source List
"407 MOTORS MARKET, LLC",407 MOTORS MARKET,1455 W LANDSTREET RD,ORLANDO,FL,32824,862667779,2,605167879,,,,,,,,,Florida ELT / Lienholder Source List
"41 AUTO SALES, LLC.",41 AUTO SALES,156 N FLORIDA AVE,INVERNESS,FL,34453,472564860,2,248081035,,,,,,,,,Florida ELT / Lienholder Source List
411 AUTO SALES INC,411 AUTO SALES,3451 QUEENS ST APT 427,SARASOTA,FL,34231,352556074,2,256623321,,,,,,,,,Florida ELT / Lienholder Source List
427 MOTORSPORT LLC,427 MOTORSPORT,2411 PEREZ AVE,TALLAHASSEE,FL,32304,824386171,2,255863303,,,,,,,,,Florida ELT / Lienholder Source List
43RD STREET MOTORS INC.,43RD STREET MOTORS,4410 BROADWAY,WEST PALM BEACH,FL,33407,263264130,3,234120067,,,,,,,,,Florida ELT / Lienholder Source List
441 AUTO EXCHANGE LLC,441 AUTO EXCHANGE,12087 S US HIGHWAY 441,LAKE CITY,FL,32025,871878073,2,608361389,,,,,,,,,Florida ELT / Lienholder Source List
444 AUTO SALES LLC,444 AUTO SALES,754 WILLETT DR,WINTER GARDEN,FL,34787,825442436,2,260304335,,,,,,,,,Florida ELT / Lienholder Source List
45SIX AUTO LLC,45SIX AUTO,6331 BURROW LN,PENSACOLA,FL,32526,991459137,2,624964615,,,,,,,,,Florida ELT / Lienholder Source List
45TH STREET AUTO SALES INC,45TH STREET AUTO SALES,3346 45TH ST,WEST PALM BCH,FL,33407,271163899,0,233771703,,,,,,,,,Florida ELT / Lienholder Source List
49TH STREET AUTO SALES & REPAIR INC.,49TH STREET AUTO SALES REPAIR,12290 49TH ST N,CLEARWATER,FL,33762,453516499,2,233612437,,,,,,,,,Florida ELT / Lienholder Source List
4CROWNSAUTO LLC,4CROWNSAUTO,6468 DAWSON BLVD STE 1716,NORCROSS,GA,30093,920606733,1,619489011,,,,,,,,,Florida ELT / Lienholder Source List
4FRONT CREDIT UNION,4FRONT CREDIT UNION,PO BOX 795,TRAVERSE CITY,MI,49685,381656305,1,231510635,,,,,,,,,Florida ELT / Lienholder Source List
4J'S QUALITY AUTO LLC,4J S QUALITY AUTO,PO BOX 256,BRADENTON,FL,34206,861660452,2,602658781,,,,,,,,,Florida ELT / Lienholder Source List
4M CARS LLC,4M CARS,1455 W LANDSTREET RD UNIT 498,ORLANDO,FL,32824,884256076,2,629234895,,,,,,,,,Florida ELT / Lienholder Source List
4MRL LLC,4MRL,104 CRANDON BLVD,KEY BISCAYNE,FL,33149,931987773,1,628062219,,,,,,,,,Florida ELT / Lienholder Source List
4N MOTORS LLC,4N MOTORS,1201 DEEPWOOD CT,BRANDON,FL,33511,455450098,2,233394847,,,,,,,,,Florida ELT / Lienholder Source List
4U CARS SALES LLC,4U CARS SALES,5336 OLD WINTER GARDEN RD STE 7,ORLANDO,FL,32811,822624345,1,258311553,,,,,,,,,Florida ELT / Lienholder Source List
4WHEELS 4U MOTORS INC,4WHEELS 4U MOTORS,5800 NW 74TH AVE,MIAMI,FL,33166,611643594,2,233349559,,,,,,,,,Florida ELT / Lienholder Source List
4X4 AUTOS & MORE,4X4 AUTOS MORE,723 NW 30TH AVE,OCALA,FL,34475,270346582,2,233426321,,,,,,,,,Florida ELT / Lienholder Source List
5 STAR AUTO BODY SALES,5 STAR AUTO BODY SALES,391 DOBSON ST,ORLANDO,FL,32805,264297059,2,633481411,,,,,,,,,Florida ELT / Lienholder Source List
5 STAR AUTO EXPRESS LLC,5 STAR AUTO EXPRESS,4405 N LOIS AVE,TAMPA,FL,33614,882828553,2,612725375,,,,,,,,,Florida ELT / Lienholder Source List
5 STAR COMMUNITY CREDIT UNION,5 STAR COMMUNITY CREDIT UNION,PO BOX 28,MT PLEASANT,IA,52641,426063218,1,241848409,,,,,,,,,Florida ELT / Lienholder Source List
"5 STAR MOTORCARS, LLC",5 STAR MOTORCARS,515 N US HIGHWAY 1,FORT PIERCE,FL,34950,851443671,2,265549185,,,,,,,,,Florida ELT / Lienholder Source List
"5 STAR MOTORS, LLC",5 STAR MOTORS,5000 SW 52ND ST BAY 507,DAVIE,FL,33314,452836413,2,233705397,,,,,,,,,Florida ELT / Lienholder Source List
5 STARS AUTO SALES INC,5 STARS AUTO SALES,1501 PALM AVE,HIALEAH,FL,33010,650606161,3,98027151,,,,,,,,,Florida ELT / Lienholder Source List
5 STARS AUTO SOLUTIONS LLC,5 STARS AUTO SOLUTIONS,1505 W LANDSTREET RD STE 805,ORLANDO,FL,32824,822955367,2,254152477,,,,,,,,,Florida ELT / Lienholder Source List
5 STARS UNITED LLC,5 STARS UNITED,16192 COASTAL HWY,LEWES,DE,19958,822104099,1,254279467,,,,,,,,,Florida ELT / Lienholder Source List
50 AUTO SALES LLC,50 AUTO SALES,8333A E COLONIAL DR,ORLANDO,FL,32817,273701109,3,234224487,,,,,,,,,Florida ELT / Lienholder Source List
50 STATE DMV LLC,50 STATE DMV,653 UTAH AVE STE B,LAS CRUCES,NM,88001,830927584,1,257273267,,,,,,,,,Florida ELT / Lienholder Source List
"510 NOVA, LLC",510 NOVA,PO BOX 164843,FORT WORTH,TX,76161,823432648,1,257106045,,,,,,,,,Florida ELT / Lienholder Source List
52 AUTOS INC,52 AUTOS,714 SW 25TH RD,MIAMI,FL,33129,813793799,2,250313677,,,,,,,,,Florida ELT / Lienholder Source List
"5400 COLLINS HOMES, LLC",5400 COLLINS HOMES,7749 NORMANDY BLVD STE 145,JACKSONVILLE,FL,32221,471579642,1,242479807,,,,,,,,,Florida ELT / Lienholder Source List
"595 TRUCK SALES, LLC.",595 TRUCK SALES,2705 BURNS RD,DAVIE,FL,33314,455055964,2,245998869,,,,,,,,,Florida ELT / Lienholder Source List
5M MOTORS CORP,5M MOTORS,401 BEVERLY PKWY,PENSACOLA,FL,32505,932564617,2,625086275,,,,,,,,,Florida ELT / Lienholder Source List
5TH GEAR AUTO GROUP INC,5TH GEAR AUTO GROUP,PO BOX 607,AUBURNDALE,FL,33823,272857637,2,233291943,,,,,,,,,Florida ELT / Lienholder Source List
5TH GEAR AUTO GROUP INC,5TH GEAR AUTO GROUP,240 W CARROLL ST,KISSIMMEE,FL,34741,272857637,3,233600945,,,,,,,,,Florida ELT / Lienholder Source List
600 ATLANTIC FEDERAL C. U.,600 ATLANTIC FEDERAL C U,600 ATLANTIC AVE FL 4,BOSTON,MA,2210,46049879,1,246678105,,,,,,,,,Florida ELT / Lienholder Source List
"6539 TOWNSEND HOMES, LLC",6539 TOWNSEND HOMES,7749 NORMANDY BLVD STE 145,JACKSONVILLE,FL,32221,471603173,1,242479725,,,,,,,,,Florida ELT / Lienholder Source List
6901 CORAL WAY MANAGEMENT LLC,6901 CORAL WAY MANAGEMENT,16969 E COLONIAL DR,ORLANDO,FL,32820,270735731,4,622700057,,,,,,,,,Florida ELT / Lienholder Source List
696 CARS LLC,696 CARS,1221 SE FEDERAL HWY,STUART,FL,34994,874608015,2,615483945,,,,,,,,,Florida ELT / Lienholder Source List
7 AUTO SALES,7 AUTO SALES,11473 S ORANGE BLOSSOM TRL,ORLANDO,FL,32837,852664024,2,600069621,,,,,,,,,Florida ELT / Lienholder Source List
"7 POWER GROUP, LLC",7 POWER GROUP,15800 PINES BLVD STE 305,PEMBROKE PINES,FL,33027,823022274,2,263715995,,,,,,,,,Florida ELT / Lienholder Source List
7 STARS AUTO INC,7 STARS AUTO,5401 NORTH W ST,PENSACOLA,FL,32505,460743748,1,233661433,,,,,,,,,Florida ELT / Lienholder Source List
7 T 7 AUTO SALES,7 T 7 AUTO SALES,2700 GREENHEAD RD,CHIPLEY,FL,32428,30414402,1,223805449,,,,,,,,,Florida ELT / Lienholder Source List
70TH STREET CORP,70TH STREET,10744 RICHMOND AVE,COOPER CITY,FL,33026,651084586,2,234320655,,,,,,,,,Florida ELT / Lienholder Source List
747 AUTO SALES AND LEASING,747 AUTO SALES AND LEASING,747 N STATE RD 7,PLANTATION,FL,33317,454338638,2,233661561,,,,,,,,,Florida ELT / Lienholder Source List
77 CAPITAL FINANCE CORP,77 CAPITAL FINANCE,8503 GIOVANA CT,ORLANDO,FL,32836,873815255,1,621908177,,,,,,,,,Florida ELT / Lienholder Source List
777 AUTO,777 AUTO,1077 INNOVATION AVE UNIT 109,NORTH PORT,FL,34289,872198761,2,617117275,,,,,,,,,Florida ELT / Lienholder Source List
777 EQUIPMENT FINANCE LLC,777 EQUIPMENT FINANCE,2 CORPORATE DR STE 760,SHELTON,CT,6484,825312145,1,255275795,,,,,,,,,Florida ELT / Lienholder Source List
"786 SUNSHINE, INC.",786 SUNSHINE,4603 28TH ST N,ST PETERSBURG,FL,33714,461342335,2,235287287,,,,,,,,,Florida ELT / Lienholder Source List
7T7 AUTO SALES LLC,7T7 AUTO SALES,2700 GREENHEAD RD,CHIPLEY,FL,32428,352469063,2,235843485,,,,,,,,,Florida ELT / Lienholder Source List
802 CREDIT UNION,802 CREDIT UNION,PO BOX 1365,WHITE RIVER JUNCTION,VT,5001,36005430,2,234491745,,,,,,,,,Florida ELT / Lienholder Source List
813 AUTO SALES INC,813 AUTO SALES,4801 E HILLSBOROUGH AVE,TAMPA,FL,33610,833115567,2,258443199,,,,,,,,,Florida ELT / Lienholder Source List
813 CUSTOMS AUTO LLC,813 CUSTOMS AUTO,8701 N NEBRASKA AVE,TAMPA,FL,33604,208529882,2,234491199,,,,,,,,,Florida ELT / Lienholder Source List
813 PREMIUM MOTORS LLC,813 PREMIUM MOTORS,12606 N NEBRASKA AVE,TAMPA,FL,33612,874614573,2,621136307,,,,,,,,,Florida ELT / Lienholder Source List
813 SHARP AUTO SALES CORP,813 SHARP AUTO SALES,4807 E MARTIN LUTHER KING JR BLVD,PLANT CITY,FL,33566,800849593,2,234051663,,,,,,,,,Florida ELT / Lienholder Source List
813 WHEELS & DEALS LLC,813 WHEELS DEALS,2209 E HANNA AVE,TAMPA,FL,33610,862140324,2,608670533,,,,,,,,,Florida ELT / Lienholder Source List
828 MOTOR GROUP LLC,828 MOTOR GROUP,11620 VILLAGE WAY UNIT 302,PEMBROKE PINES,FL,33025,863494036,2,607913299,,,,,,,,,Florida ELT / Lienholder Source List
850 AUTOS LLC,850 AUTOS,4176 APALACHEE PKWY,TALLAHASSEE,FL,32311,814654296,2,254296369,,,,,,,,,Florida ELT / Lienholder Source List
"850 MOTORS, LLC",850 MOTORS,8317 FRONT BEACH RD 29 A2,PANAMA CITY BEACH,FL,32407,463418559,2,237465381,,,,,,,,,Florida ELT / Lienholder Source List
863 KUSTOM AUTO BROKERAGE LLC,863 KUSTOM AUTO BROKERAGE,6132 RIVEROAK TER,ATLANTA,GA,30349,832858178,1,261184035,,,,,,,,,Florida ELT / Lienholder Source List
888 AUTO LLC,888 AUTO,7287 W BEAVER ST,JACKSONVILLE,FL,32254,473313149,2,246238743,,,,,,,,,Florida ELT / Lienholder Source List
"8985 NORMANDY HOMES, LLC",8985 NORMANDY HOMES,7749 NORMANDY BLVD STE 145,JACKSONVILLE,FL,32221,471592642,1,242479931,,,,,,,,,Florida ELT / Lienholder Source List
9 MILE AUTOS LLC,9 MILE AUTOS,1241 W NINE MILE RD,PENSACOLA,FL,32534,921627217,2,616199533,,,,,,,,,Florida ELT / Lienholder Source List
90% AUTO GROUP,90 AUTO GROUP,7400 NW 7TH AVE,MIAMI,FL,33150,814992339,2,251803661,,,,,,,,,Florida ELT / Lienholder Source List
904 CARS LLC,904 CARS,2263 MILLS RD,JACKSONVILLE,FL,32216,884311751,3,625769711,,,,,,,,,Florida ELT / Lienholder Source List
904 MOTOR SPORTS LLC,904 MOTOR SPORTS,6057 ARLINGTON EXPY,JACKSONVILLE,FL,32211,852312398,2,606880287,,,,,,,,,Florida ELT / Lienholder Source List
904 USED AUTOS LLC,904 USED AUTOS,7950 COPPERFIELD CIR S,JACKSONVILLE,FL,32244,852177433,2,606579499,,,,,,,,,Florida ELT / Lienholder Source List
911 AUTO LLC,911 AUTO,826 S DIXIE HWY,HOLLYWOOD,FL,33020,923151384,2,629779959,,,,,,,,,Florida ELT / Lienholder Source List
911 CASH HOUSE # 2 CORP,911 CASH HOUSE 2,2901 SW 8TH ST STE 104,MIAMI,FL,33135,465186147,1,239156361,,,,,,,,,Florida ELT / Lienholder Source List
941 AUTO DEALS,941 AUTO DEALS,5424 SKYLINE PL,SARASOTA,FL,34232,812275476,2,250755337,,,,,,,,,Florida ELT / Lienholder Source List
954 EXCLUSIVE AUTO SALES LLC,954 EXCLUSIVE AUTO SALES,2247 PEMBROKE RD,HOLLYWOOD,FL,33020,462876761,2,235709515,,,,,,,,,Florida ELT / Lienholder Source List
"99 NAMES INC., DBA F4 MOTORS",99 NAMES DBA F4 MOTORS,5770 ATLANTA HWY,ALPHARETTA,GA,30004,461499538,1,245347295,,,,,,,,,Florida ELT / Lienholder Source List
A & A ASSOCIATES INTL INC,A A ASSOCIATES INTL,PO BOX 650910,MIAMI,FL,33265,650163296,2,235922879,,,,,,,,,Florida ELT / Lienholder Source List
A & A AUTO SALVAGE INC,A A AUTO SALVAGE,3685 N US 1,FT PIERCE,FL,34946,651044433,4,234206243,,,,,,,,,Florida ELT / Lienholder Source List
"A & A AUTOS, INC.",A A AUTOS,715 NE 35TH AVE,HOMESTEAD,FL,33033,472389899,2,245228245,,,,,,,,,Florida ELT / Lienholder Source List
"A & A CARZ, INC.",A A CARZ,19323 CAROLINA CIR,BOCA RATON,FL,33434,760734574,2,244648633,,,,,,,,,Florida ELT / Lienholder Source List
A & A USED BUSES & TRUCKS INC,A A USED BUSES TRUCKS,2508 US HIGHWAY 27 S,AVON PARK,FL,33825,821335050,2,606668187,,,,,,,,,Florida ELT / Lienholder Source List
A & B AUTO INC DBA AUTOWIZE AUTO SALES OF PINELLAS,A B AUTO DBA AUTOWIZE AUTO SALES OF PINELLAS,14999 US HWY 19 N,CLEARWATER,FL,33764,200796035,2,234250363,,,,,,,,,Florida ELT / Lienholder Source List
A & B AUTO SALES,A B AUTO SALES,8249 SE 3RD CT,OCALA,FL,34480,593596123,2,233539877,,,,,,,,,Florida ELT / Lienholder Source List
"A & B YULEE AUTO SALES, LLC.",A B YULEE AUTO SALES,PO BOX 956,YULEE,FL,32041,471333971,2,246845705,,,,,,,,,Florida ELT / Lienholder Source List
A & C LEASING,A C LEASING,1214 JO JOHNSTON AVE,NASHVILLE,TN,37203,814491368,1,608873579,,,,,,,,,Florida ELT / Lienholder Source List
A & D AUTO BROKERS LLC,A D AUTO BROKERS,5120 E 10TH CT,HIALEAH,FL,33013,923432207,2,631555009,,,,,,,,,Florida ELT / Lienholder Source List
"A & D CAR SALES, INC.",A D CAR SALES,3957 EDWARDS ST STE 1,FORT MYERS,FL,33916,465238204,2,239949745,,,,,,,,,Florida ELT / Lienholder Source List
A & D LEASING INC,A D LEASING,7595 NW GAINESVILLE RD STE B,OCALA,FL,34475,593587566,1,203530115,,,,,,,,,Florida ELT / Lienholder Source List
A & D WHOLESALE CORP,A D WHOLESALE,15075 SW 137 ST UNIT # 3,MIAMI,FL,33196,264350498,3,233692253,,,,,,,,,Florida ELT / Lienholder Source List
A & E AUTO SALES AND REPAIR INC,A E AUTO SALES AND REPAIR,525 NW AVE L,BELLE GLADE,FL,33430,262862086,2,233432949,,,,,,,,,Florida ELT / Lienholder Source List
A & E REBUILT CORP DBA EDDIE'S BODY SHOP,A E REBUILT DBA EDDIE S BODY SHOP,6001 NW 153RD ST STE 120,MIAMI LAKES,FL,33014,364708707,2,241204233,,,,,,,,,Florida ELT / Lienholder Source List
A & F MAGNO CORP,A F MAGNO,7407 NW 54TH ST,MIAMI,FL,33166,825509987,2,264813503,,,,,,,,,Florida ELT / Lienholder Source List
A & G AUTO SERVICES INC,A G AUTO SERVICES,5115 N 47TH ST STE A,TAMPA,FL,33610,881630035,2,621171517,,,,,,,,,Florida ELT / Lienholder Source List
A & G WHOLESALE INC,A G WHOLESALE,691 SHELL HARBOR RD,PIERSON,FL,32180,593230215,3,233691561,,,,,,,,,Florida ELT / Lienholder Source List
A & J BROTHERS AUTO SALES LLC,A J BROTHERS AUTO SALES,934 W INTERNATIONAL SPEEDWAY BLVD,DAYTONA BCH,FL,32114,262089714,2,233253457,,,,,,,,,Florida ELT / Lienholder Source List
A & J C AUTO INC,A J C AUTO,1002 S DIXIE HWY,LAKE WORTH,FL,33460,650343425,2,206387843,,,,,,,,,Florida ELT / Lienholder Source List
A & JN ENTERPRISE LLC DBA JN CARS,A JN ENTERPRISE DBA JN CARS,9781 S ORANGE BLOSSOM TRL STE 16,ORLANDO,FL,32837,472971455,3,252840277,,,,,,,,,Florida ELT / Lienholder Source List
"A & L AUTO MOTORS, INC",A L AUTO MOTORS,13735 SW 139TH CT STE 108,MIAMI,FL,33186,822576990,3,262516713,,,,,,,,,Florida ELT / Lienholder Source List
"A & L AUTO SALES, LLC.",A L AUTO SALES,183 PLEASANT WOOD DR,WELLINGTON,FL,33414,371762418,2,242082677,,,,,,,,,Florida ELT / Lienholder Source List
A & L INTERNATIONAL MOTOR CORP,A L INTERNATIONAL MOTOR,1153 NW 36 ST,MIAMI,FL,33127,271857327,2,233566779,,,,,,,,,Florida ELT / Lienholder Source List
A & M AUTO FINANCE INC.,A M AUTO FINANCE,2617 AURORA RD,MELBOURNE,FL,32935,844369833,1,262516781,,,,,,,,,Florida ELT / Lienholder Source List
"A & M AUTO SALES OF TAMPA, LLC.",A M AUTO SALES OF TAMPA,9812 RIVERVIEW DR,RIVERVIEW,FL,33578,472168689,2,241204419,,,,,,,,,Florida ELT / Lienholder Source List
"A & M AUTOWORLD, INC",A M AUTOWORLD,2617 AURORA RD,MELBOURNE,FL,32935,161702270,2,233349167,,,,,,,,,Florida ELT / Lienholder Source List
A & M DEALER CENTER INC,A M DEALER CENTER,415 E 8TH ST,HIALEAH,FL,33010,833801162,2,260969161,,,,,,,,,Florida ELT / Lienholder Source List
A & M MOTORSPORTS LLC,A M MOTORSPORTS,4116 N FLORIDA AVE,TAMPA,FL,33603,853205993,2,606352723,,,,,,,,,Florida ELT / Lienholder Source List
"A & P AUTO SALES, LLC.",A P AUTO SALES,6384 PHILIPS HWY,JACKSONVILLE,FL,32216,901019688,2,241758753,,,,,,,,,Florida ELT / Lienholder Source List
"A & R AUTO DEALER, LLC.",A R AUTO DEALER,2236 MEARS PKWY,MARGATE,FL,33063,462075767,2,244175369,,,,,,,,,Florida ELT / Lienholder Source List
A & R AUTOSALES LLC,A R AUTOSALES,7277 N NEBRASKA AVE,TAMPA,FL,33604,90096112,1,236009017,,,,,,,,,Florida ELT / Lienholder Source List
A & S FEDERAL CREDIT UNION,A S FEDERAL CREDIT UNION,2283 BRODHEAD RD,ALIQUIPPA,PA,15001,250970585,1,605113365,,,,,,,,,Florida ELT / Lienholder Source List
"A & S GROUP, LLC",A S GROUP,1612 N US HWY 1,JUPITER,FL,33469,611636983,1,233558561,,,,,,,,,Florida ELT / Lienholder Source List
A & T ALOHA AUTO REPAIR INC,A T ALOHA AUTO REPAIR,2523 NE 5TH AVE,POMPANO BEACH,FL,33064,650865251,1,208712661,,,,,,,,,Florida ELT / Lienholder Source List
"A & Y MOTORS, LLC.",A Y MOTORS,6281 POWERS AVE UNIT 222,JACKSONVILLE,FL,32217,472200484,2,244615603,,,,,,,,,Florida ELT / Lienholder Source List
"A + AUTO, INC DBA A LUXURY AUTOS",A AUTO DBA A LUXURY AUTOS,3350 S STATE RD,MIRAMAR,FL,33023,202058109,2,237034949,,,,,,,,,Florida ELT / Lienholder Source List
A + BAIL BONDS INC,A BAIL BONDS,1025 E MAIN ST,BARTOW,FL,33830,274952191,2,233891465,,,,,,,,,Florida ELT / Lienholder Source List
A 1 AUTO INC DBA A 1 AUTO SALES,A 1 AUTO DBA A 1 AUTO SALES,6301 CAUSEWAY BLVD,TAMPA,FL,33619,822786208,2,245542841,,,,,,,,,Florida ELT / Lienholder Source List
A 1 BEST WAY AUTO SALES INC,A 1 BEST WAY AUTO SALES,355 S WICKHAM RD,WEST MELBOURNE,FL,32904,472124136,3,615023447,,,,,,,,,Florida ELT / Lienholder Source List
A 1 GETAWAY CARS INC,A 1 GETAWAY CARS,1095 N SR 19,PALATKA,FL,32177,461089830,2,233727545,,,,,,,,,Florida ELT / Lienholder Source List
A 5 CARS LLC,A 5 CARS,4448 NW 7TH ST,MIAMI,FL,33126,352599477,1,252443701,,,,,,,,,Florida ELT / Lienholder Source List
A AALLIGATOR BAIL BONDS,A AALLIGATOR BAIL BONDS,1804 AIRPORT RD S,NAPLES,FL,34112,272863022,1,234799911,,,,,,,,,Florida ELT / Lienholder Source List
A AND D AUTO LLC,A AND D AUTO,205 E MAIN ST,LEESBURG,FL,34748,811209531,2,246383063,,,,,,,,,Florida ELT / Lienholder Source List
A AND D AUTO SALES CORP,A AND D AUTO SALES,5205 EDGEWATER DR STE B,ORLANDO,FL,32810,611724894,2,237768829,,,,,,,,,Florida ELT / Lienholder Source List
A AND W ANNUALS NORTH INC,A AND W ANNUALS NORTH,9720 PALOMINO DR,LAKE WORTH,FL,33467,650813356,2,615772639,,,,,,,,,Florida ELT / Lienholder Source List
A B AUTO SALES INC,A B AUTO SALES,13150 SW 123RD AVE STE 4,MIAMI,FL,33186,462210194,2,235507733,,,,,,,,,Florida ELT / Lienholder Source List
A B DISCOUNT INC,A B DISCOUNT,4530 BRENTWOOD AVE,JACKSONVILLE,FL,32206,811496627,2,246345649,,,,,,,,,Florida ELT / Lienholder Source List
A BETTER CAR,A BETTER CAR,5960 PLUNKETT ST BAY A,HOLLYWOOD,FL,33023,831197707,2,257929979,,,,,,,,,Florida ELT / Lienholder Source List
A CAR 4 U CORPORATION,A CAR 4 U,27999 US HWY 27 N,DUNDEE,FL,33838,650997138,2,234249089,,,,,,,,,Florida ELT / Lienholder Source List
A CAR AMERICA LLC,A CAR AMERICA,1455 LANDSTREED RD OFICINA 437,ORLANDO,FL,32824,934489338,2,623739449,,,,,,,,,Florida ELT / Lienholder Source List
A CAR LOT INC,A CAR LOT,10805 US 92 E,TAMPA,FL,33610,593756617,3,234098717,,,,,,,,,Florida ELT / Lienholder Source List
A CHOICE AUTO BROKERS,A CHOICE AUTO BROKERS,2280 SW 56TH AVE,WESTPARK,FL,33023,650082679,2,233976673,,,,,,,,,Florida ELT / Lienholder Source List
A CLASS MOTORS LLC,A CLASS MOTORS,7800 CORAL ST,LANTANA,FL,33462,862937629,2,631390013,,,,,,,,,Florida ELT / Lienholder Source List
A CODE CAR SALES INC,A CODE CAR SALES,201 US HWY 17-92N,HAINES CITY,FL,33844,205837941,3,234536333,,,,,,,,,Florida ELT / Lienholder Source List
A EXPRESS AUTO SALES INC.,A EXPRESS AUTO SALES,143 19TH ST,PALM HARBOR,FL,34683,450977550,3,240850303,,,,,,,,,Florida ELT / Lienholder Source List
"A GLOBAL FINANCIING, INC",A GLOBAL FINANCIING,PO BOX 4996,HOLLYWOOD,FL,33083,275380897,2,234510327,,,,,,,,,Florida ELT / Lienholder Source List
"A GROUP AUTO BROKERS, LLC",A GROUP AUTO BROKERS,14080 NW 27TH AVE,OPA LOCKA,FL,33054,455225912,2,234650145,,,,,,,,,Florida ELT / Lienholder Source List
"A H AUTO WHOLESALE, LLC.",A H AUTO WHOLESALE,6110 POWERS AVE STE 6,JACKSONVILLE,FL,32217,462585268,2,245160245,,,,,,,,,Florida ELT / Lienholder Source List
A KEY TO FREEDOM GARY CALHOUN BAIL BONDS,A KEY TO FREEDOM GARY CALHOUN BAIL BONDS,2412 NE WALDO RD,GAINESVILLE,FL,32609,264567736,1,231629019,,,,,,,,,Florida ELT / Lienholder Source List
A LINE MOTORS,A LINE MOTORS,19001 SW 50TH ST,SOUTHWEST RANCHES,FL,33332,841882838,2,262809049,,,,,,,,,Florida ELT / Lienholder Source List
A M I OF ESCAMBIA COUNTY FL INC,A M I OF ESCAMBIA COUNTY FL,801 NEW WARRINGTON RD,PENSACOLA,FL,32506,593700402,1,205908996,,,,,,,,,Florida ELT / Lienholder Source List
A MODERN CAR STORE CO,A MODERN CAR STORE,20200 NW 2ND AVE STE 103,MIAMI GARDENS,FL,33169,872448877,2,614555245,,,,,,,,,Florida ELT / Lienholder Source List
A ONE AUTO SALES LLC,A ONE AUTO SALES,1850 BLACK LAKE BLVD,WINTER GARDEN,FL,34787,833787167,3,262676097,,,,,,,,,Florida ELT / Lienholder Source List
A ONE AUTO SALES LLC,A ONE AUTO SALES,1850 BLACK LAKE BLVD,WINTER GARDEN,FL,34787,833787167,2,259383727,,,,,,,,,Florida ELT / Lienholder Source List
"A PERFECT AUTO SALES, LLC",A PERFECT AUTO SALES,850 VALDOSTA HWY,HOMERVILLE,GA,31634,461669118,1,235406985,,,,,,,,,Florida ELT / Lienholder Source List
A PLUS AUTO DEALS LLC,A PLUS AUTO DEALS,7300 BEACH BLVD UNIT 3,JACKSONVILLE,FL,32216,844222675,2,263915529,,,,,,,,,Florida ELT / Lienholder Source List
A PLUS AUTO LIQUIDATORS LLC,A PLUS AUTO LIQUIDATORS,5426 BLANDING BLVD,JACKSONVILLE,FL,32244,208260775,1,233826985,,,,,,,,,Florida ELT / Lienholder Source List
A PLUS AUTO MALL INC. DBA JBC AUTO SALES OF ORLANDO,A PLUS AUTO MALL DBA JBC AUTO SALES OF ORLANDO,5210 E COLONIAL DR,ORLANDO,FL,32807,454225896,3,234084193,,,,,,,,,Florida ELT / Lienholder Source List
A PLUS AUTO SALES CORP,A PLUS AUTO SALES,1620 ORTIZ AVE,FORT MYERS,FL,33905,812787387,2,249345257,,,,,,,,,Florida ELT / Lienholder Source List
A PLUS AUTO SALEZ LLC,A PLUS AUTO SALEZ,402 N US HIGHWAY 1 STE B,FORT PIERCE,FL,34950,843788557,2,262656909,,,,,,,,,Florida ELT / Lienholder Source List
A PLUS FEDERAL CREDIT UNION,A PLUS FEDERAL CREDIT UNION,PO BOX 14867,AUSTIN,TX,78761,741178648,2,218213579,,,,,,,,,Florida ELT / Lienholder Source List
A PLUS INVESTMENT GROUP LLC,A PLUS INVESTMENT GROUP,6200 NW 38TH TER,VIRGINIA GARDENS,FL,33166,320591930,1,259094617,,,,,,,,,Florida ELT / Lienholder Source List
